joined,churned
11/6/17 17:22,12/6/17 17:22
5/1/18 21:07,6/1/18 21:07
10/31/17 4:01,12/7/17 4:01
7/21/17 16:18,11/28/17 19:39
2/9/18 8:06,4/9/18 7:06
4/25/17 22:16,6/25/17 22:15
12/16/17 23:14,3/16/18 22:14
7/16/18 21:05,8/16/18 23:03
9/10/17 6:48,10/10/17 6:48
4/15/18 15:49,5/15/18 15:49
8/3/17 15:26,9/3/17 15:26
10/2/17 3:40,9/7/18 1:14
6/30/18 14:03,8/6/18 14:03
6/1/18 2:53,9/1/18 2:53
7/8/18 3:44,8/8/18 3:44
3/31/18 2:08,8/30/18 4:07
9/28/17 5:38,10/28/17 5:38
8/4/18 14:07,9/4/18 14:07
5/15/17 9:44,2/15/18 9:44
7/20/17 6:05,12/20/17 7:05
6/25/18 6:22,8/25/18 6:22
12/18/17 12:02,1/18/18 12:02
1/2/18 19:35,9/2/18 21:35
5/7/18 2:08,6/7/18 2:08
2/24/18 2:19,3/24/18 1:19
8/19/17 13:51,9/19/17 13:51
10/19/17 22:27,7/16/18 14:02
12/11/17 4:08,3/18/18 4:08
12/25/17 1:10,8/25/18 3:10
5/30/18 12:05,8/30/18 12:05
9/11/17 14:09,5/8/18 8:15
3/19/18 2:58,4/19/18 2:58
9/21/17 21:58,10/21/17 21:58
7/3/18 1:05,8/3/18 1:05
10/11/17 23:43,6/12/18 19:49
7/11/18 20:27,8/11/18 20:27
10/10/17 6:52,11/10/17 6:51
3/16/18 19:40,4/16/18 19:40
1/7/18 12:44,2/7/18 12:44
10/20/17 22:05,12/20/17 22:05
7/13/18 23:28,8/13/18 23:28
6/6/18 22:08,7/6/18 22:08
2/21/18 12:07,3/21/18 11:07
9/12/17 19:27,10/12/17 19:27
1/10/18 12:05,8/14/18 17:26
9/16/17 12:33,4/30/18 21:05
3/3/17 10:37,5/10/17 10:36
7/6/18 16:21,8/6/18 16:21
6/8/18 2:46,7/8/18 2:45
1/11/18 6:05,3/18/18 6:05
5/25/18 4:00,6/25/18 4:00
12/31/17 14:24,3/1/18 1:47
4/28/18 5:45,5/28/18 5:45
6/19/18 10:35,8/19/18 10:35
7/21/17 1:56,2/1/18 12:19
4/8/18 11:49,5/8/18 11:49
8/3/17 7:34,9/10/17 7:33
1/27/18 7:56,8/27/18 9:56
3/15/17 1:40,4/15/17 1:39
5/27/18 0:04,6/27/18 0:03
9/30/17 8:39,5/6/18 2:45
3/23/17 1:36,4/23/17 1:36
10/16/17 19:48,11/16/17 20:48
7/16/18 22:44,8/16/18 22:44
7/11/18 18:45,8/11/18 18:44
11/17/17 8:47,12/17/17 8:47
2/11/18 17:46,4/11/18 16:46
6/23/18 23:41,8/24/18 1:40
1/9/18 15:01,2/9/18 15:01
10/22/17 5:21,2/22/18 5:21
2/28/18 0:41,3/27/18 23:41
7/21/17 0:18,9/21/17 0:18
5/25/18 1:29,8/25/18 1:29
8/29/17 23:06,9/29/17 23:05
1/30/18 11:54,2/28/18 11:54
12/22/17 4:24,4/4/18 9:37
9/15/17 0:14,2/22/18 0:14
6/23/18 5:31,7/23/18 5:31
2/27/18 21:01,8/27/18 22:22
5/11/18 17:42,8/11/18 17:42
7/26/17 21:15,8/26/17 21:15
3/25/18 15:11,4/25/18 15:11
7/20/18 8:33,8/20/18 8:33
3/22/18 2:48,4/22/18 2:48
12/10/17 1:27,1/10/18 1:27
4/14/17 16:53,6/21/17 16:53
4/6/18 2:35,5/6/18 2:35
7/19/17 11:15,8/19/18 11:15
6/30/18 14:07,8/30/18 14:07
11/6/17 18:21,9/1/18 10:27
11/2/17 15:48,12/2/17 15:48
3/6/18 14:20,5/6/18 14:19
5/10/18 5:23,8/10/18 7:23
6/28/18 20:16,7/28/18 20:16
12/30/17 16:48,1/30/18 16:48
3/12/18 6:54,4/12/18 6:54
6/2/18 13:03,7/2/18 13:03
7/17/17 13:50,8/24/17 13:50
7/20/17 17:03,8/20/18 17:03
8/18/17 19:44,9/18/17 19:44
10/8/17 6:08,11/8/17 7:08
6/24/18 1:36,7/24/18 1:36
11/16/17 16:19,12/16/17 16:19
3/21/18 2:28,4/21/18 2:28
6/17/18 6:02,7/17/18 6:02
6/1/18 20:41,8/1/18 20:41
7/15/18 16:54,8/15/18 16:54
10/6/17 4:03,11/6/17 5:03
4/8/17 3:22,5/8/17 3:22
7/15/18 18:03,8/15/18 18:03
10/20/17 4:56,12/20/17 5:56
3/31/18 8:09,4/30/18 8:09
10/26/17 17:43,12/26/17 18:43
11/9/17 11:08,8/18/18 0:42
11/5/17 9:58,4/12/18 18:47
8/19/17 12:55,9/19/17 12:55
1/11/18 0:46,3/11/18 0:46
6/17/18 8:41,7/24/18 8:40
3/5/18 14:32,4/5/18 13:32
2/26/18 22:51,5/26/18 21:51
12/22/17 8:23,2/22/18 8:22
5/31/17 8:46,6/30/17 8:45
9/7/17 0:32,11/7/17 0:28
4/15/18 20:56,5/15/18 20:56
2/7/18 21:23,3/7/18 21:23
11/2/17 3:31,1/2/18 12:10
4/2/18 19:06,5/2/18 19:06
10/2/17 23:17,11/2/17 23:17
3/4/18 18:21,6/4/18 17:21
5/8/18 18:16,6/15/18 18:16
12/27/17 18:31,8/27/18 17:31
3/3/18 23:23,4/3/18 23:22
10/30/17 5:14,11/29/17 19:36
1/5/18 23:56,3/14/18 17:20
2/21/18 1:35,8/28/18 17:04
9/11/17 4:02,10/11/17 4:02
1/30/18 18:13,7/5/18 18:13
3/25/18 12:34,8/25/18 12:34
5/1/18 12:03,6/1/18 12:03
2/17/18 17:21,8/17/18 16:21
1/20/18 4:57,2/20/18 4:57
3/16/17 17:49,8/25/18 1:13
1/10/18 12:43,3/17/18 12:42
1/18/18 19:18,1/18/18 19:34
1/28/18 13:02,3/28/18 13:02
4/10/18 18:42,6/10/18 18:41
12/18/17 12:36,1/18/18 12:36
4/5/18 16:59,9/5/18 18:59
2/8/18 7:56,3/8/18 7:56
1/1/18 16:38,2/1/18 16:38
6/4/18 21:12,7/11/18 21:12
4/27/17 20:35,6/27/17 20:35
10/27/17 2:17,11/27/17 3:17
3/21/18 21:32,4/21/18 21:32
2/5/18 10:08,9/5/18 12:08
11/4/17 10:11,2/5/18 1:46
10/2/17 2:33,12/2/17 2:33
4/4/18 1:48,5/11/18 1:47
7/2/18 18:14,9/2/18 20:14
9/12/17 21:14,10/12/17 21:14
12/26/17 8:14,1/26/18 8:14
9/25/17 8:35,10/25/17 8:35
4/24/18 11:38,8/24/18 22:56
4/11/18 14:45,5/11/18 14:45
7/8/18 3:24,8/8/18 3:24
5/31/17 13:16,7/30/17 13:16
9/1/17 23:26,10/2/17 23:52
6/26/18 5:55,7/26/18 5:55
3/3/18 21:12,4/10/18 21:12
3/18/18 19:01,4/18/18 19:00
5/10/18 22:43,6/10/18 22:43
3/30/17 7:40,6/6/17 7:40
4/16/18 22:05,5/16/18 22:05
3/30/18 2:29,8/30/18 2:29
1/9/18 22:21,5/9/18 21:21
4/8/18 19:49,5/8/18 19:49
1/6/18 17:21,8/7/18 19:21
4/7/17 23:32,5/9/17 20:52
1/6/18 15:56,3/6/18 15:56
5/25/18 23:33,8/26/18 12:01
10/26/17 21:16,11/26/17 22:16
9/5/17 3:43,5/6/18 3:12
10/5/17 2:24,4/19/18 8:27
4/29/18 9:34,5/29/18 9:34
4/26/17 5:46,5/26/17 5:46
3/1/18 20:03,4/1/18 19:03
8/31/17 15:11,9/30/17 15:11
7/17/18 5:10,8/17/18 5:10
2/28/18 5:00,3/28/18 4:00
11/1/17 6:12,12/1/17 7:12
8/5/18 5:23,9/5/18 7:18
6/4/17 13:29,3/1/18 20:08
8/2/18 6:07,9/2/18 8:06
7/1/18 2:39,7/31/18 2:39
6/23/18 21:03,7/23/18 21:03
2/9/18 23:29,8/9/18 22:29
8/8/17 7:13,9/15/17 7:13
9/4/17 20:34,9/4/18 20:34
7/15/17 18:34,8/15/17 18:34
8/2/18 0:42,9/2/18 2:42
5/26/17 4:17,6/26/17 4:16
7/31/18 15:06,8/31/18 15:06
7/17/18 17:04,8/17/18 17:04
4/29/18 20:33,5/29/18 20:33
10/31/17 22:30,11/30/17 23:30
5/6/18 16:21,6/6/18 16:21
3/6/18 0:23,4/6/18 0:23
12/13/17 1:30,5/20/18 1:30
8/9/17 17:16,11/16/17 17:16
12/10/17 6:58,2/10/18 6:58
9/27/17 0:30,10/27/17 0:30
10/11/17 20:46,11/11/17 20:45
9/9/17 14:39,8/12/18 11:57
6/5/17 16:56,7/12/17 16:56
6/23/17 6:16,10/5/17 4:35
2/4/18 5:41,3/4/18 5:41
5/19/18 12:18,6/19/18 12:18
7/16/18 6:21,8/16/18 8:20
11/23/17 0:18,1/23/18 0:18
5/26/18 0:29,6/26/18 0:29
7/20/17 21:47,8/27/17 21:47
7/28/18 13:41,8/28/18 13:41
3/27/18 22:08,4/27/18 22:08
4/1/18 0:27,5/1/18 0:27
8/31/17 11:20,9/30/17 11:20
12/23/17 15:40,1/23/18 15:40
4/8/17 20:08,6/9/17 22:59
5/17/18 0:01,8/17/18 0:01
3/7/17 21:25,8/27/18 15:31
2/28/18 6:10,3/28/18 5:10
8/29/17 23:07,8/29/18 23:07
3/23/17 20:38,9/23/17 20:38
9/29/17 4:29,10/29/17 4:29
2/17/18 22:30,5/17/18 21:30
3/28/17 19:45,4/28/17 19:44
10/25/17 22:07,3/4/18 22:05
1/27/18 11:39,6/27/18 11:39
11/26/17 18:58,12/26/17 18:58
3/7/17 5:48,4/14/17 5:47
7/7/18 19:05,8/7/18 19:05
2/24/18 1:05,5/1/18 1:05
5/18/17 4:11,9/18/17 4:11
4/8/18 19:08,5/8/18 19:07
9/1/17 2:10,10/1/17 2:10
5/29/17 4:01,5/28/18 4:01
9/24/16 20:55,1/24/17 21:55
12/13/17 15:15,1/13/18 15:15
5/18/18 4:20,6/18/18 4:20
10/6/17 3:01,11/6/17 4:01
5/1/18 12:24,8/11/18 23:45
3/8/18 5:58,4/8/18 5:58
9/30/17 16:18,10/30/17 16:18
4/5/18 4:28,5/5/18 4:28
1/25/18 8:20,3/25/18 7:20
5/4/18 0:41,9/4/18 0:41
5/30/18 20:37,7/7/18 20:37
2/18/18 8:06,3/18/18 8:06
7/23/17 5:12,8/23/17 5:12
9/30/17 11:42,10/30/17 11:42
6/30/17 7:32,7/30/17 7:32
11/16/17 2:03,1/30/18 0:21
5/2/18 19:45,8/2/18 19:44
3/4/17 5:21,8/7/18 7:21
12/14/17 21:23,1/14/18 21:23
7/31/17 13:31,10/7/17 13:31
5/21/18 21:43,7/28/18 21:43
5/12/17 4:34,8/19/17 4:34
4/12/18 19:48,5/12/18 19:48
10/6/17 8:50,11/6/17 9:50
7/20/17 3:07,8/27/17 3:07
3/29/17 15:06,4/29/17 15:06
8/2/18 19:54,9/2/18 19:54
6/17/18 12:31,8/17/18 14:31
11/5/17 10:49,9/5/18 12:48
6/14/18 8:51,7/21/18 8:51
3/16/18 0:57,7/16/18 0:57
9/17/17 22:45,8/18/18 0:44
7/21/18 20:56,8/21/18 20:56
5/27/17 3:41,7/4/17 3:41
3/6/18 10:26,5/13/18 10:26
2/3/18 20:17,2/3/18 21:10
7/28/18 11:37,8/28/18 13:37
6/3/17 14:45,7/3/17 14:44
11/8/17 20:21,2/9/18 2:07
12/10/17 18:08,2/10/18 18:08
6/5/18 17:36,7/5/18 17:36
1/10/18 0:00,2/10/18 0:00
4/19/18 21:58,5/19/18 21:58
11/15/17 5:04,12/15/17 5:04
10/9/17 7:11,11/9/17 7:11
4/12/18 3:50,5/19/18 3:49
3/19/18 6:13,5/19/18 6:13
3/6/18 2:45,4/13/18 2:45
7/10/18 13:30,8/10/18 13:30
10/4/17 1:09,11/11/17 1:08
12/3/17 8:53,1/10/18 8:53
11/25/17 0:41,12/25/17 0:41
6/29/17 22:11,7/29/17 22:10
10/31/17 2:42,12/1/17 3:42
12/17/17 8:47,1/17/18 8:47
12/9/17 15:22,1/9/18 15:22
6/17/18 17:27,7/17/18 17:27
8/29/17 10:26,3/15/18 16:29
8/21/17 20:40,8/22/17 6:50
10/29/17 6:53,11/29/17 7:53
6/10/18 6:11,7/10/18 6:11
4/22/18 16:33,6/22/18 16:33
7/25/18 23:50,8/25/18 23:50
6/26/18 12:09,8/28/18 1:17
2/2/18 19:55,6/2/18 19:55
11/22/17 19:56,12/22/17 19:56
11/7/17 4:19,12/14/17 4:19
4/26/18 8:30,8/26/18 8:30
7/22/17 18:09,8/22/17 18:09
5/16/17 23:42,8/16/17 23:42
1/31/18 3:01,3/1/18 3:01
11/12/17 22:37,12/12/17 22:37
3/21/18 0:01,5/21/18 0:00
10/15/17 8:44,11/15/17 9:44
2/10/18 21:41,8/10/18 20:41
12/25/16 21:29,4/25/17 20:29
12/8/17 13:02,1/8/18 13:02
1/12/17 14:29,2/12/17 14:29
5/13/17 16:08,8/13/18 18:07
7/14/18 19:55,8/14/18 19:55
7/11/18 17:37,8/11/18 17:37
4/19/18 3:47,5/19/18 3:47
12/29/17 22:36,1/29/18 22:36
2/7/18 8:37,3/7/18 8:37
9/21/17 6:09,12/21/17 7:09
6/25/18 4:20,8/25/18 6:20
1/18/18 14:29,2/18/18 14:29
2/4/18 21:58,3/4/18 21:58
6/10/17 3:17,8/10/17 3:16
3/27/17 2:50,4/27/17 2:49
2/19/18 4:49,3/19/18 4:48
1/6/18 4:08,2/6/18 4:08
6/5/18 5:33,7/5/18 5:33
9/25/17 5:12,10/25/17 5:12
1/21/18 23:25,2/28/18 23:25
1/25/18 15:56,2/25/18 15:56
4/27/18 6:00,8/27/18 6:00
6/21/18 10:59,7/21/18 10:59
11/28/17 20:34,1/28/18 20:34
3/20/17 15:59,6/20/17 15:59
12/17/17 22:09,1/17/18 22:09
6/21/17 13:15,7/21/17 13:13
3/23/18 0:52,4/23/18 0:52
8/5/18 13:22,9/5/18 13:22
4/15/18 7:13,6/15/18 7:13
5/19/18 16:56,7/19/18 16:56
5/26/18 1:10,6/26/18 1:10
1/15/18 7:48,2/15/18 7:48
9/2/17 4:34,3/2/18 4:33
12/24/17 7:14,2/24/18 7:14
12/10/17 4:20,3/10/18 4:20
6/19/17 2:54,6/26/18 2:54
2/19/18 16:22,3/26/18 16:22
6/19/17 10:13,7/19/17 10:13
7/30/18 6:18,8/30/18 6:18
5/16/18 22:40,6/16/18 22:40
3/20/17 2:43,4/20/17 2:43
4/12/17 20:30,5/12/17 20:30
2/23/18 4:27,8/23/18 4:27
3/6/18 4:41,4/6/18 3:41
7/19/17 14:09,8/19/17 14:09
2/8/18 21:12,3/8/18 21:12
10/19/17 20:28,11/19/17 21:28
1/18/18 2:34,2/18/18 2:34
6/28/18 21:46,8/28/18 23:43
12/10/17 3:22,5/10/18 2:22
5/12/18 13:19,6/12/18 13:19
6/11/18 22:54,7/11/18 22:54
11/8/17 19:03,12/8/17 19:03
6/23/18 1:10,7/23/18 1:10
7/30/18 4:38,8/30/18 4:38
11/27/17 3:10,12/27/17 3:10
5/18/17 21:17,7/18/17 21:17
7/27/18 14:53,8/27/18 14:53
8/2/18 11:39,9/2/18 13:38
6/20/18 3:23,7/20/18 3:23
11/15/17 20:58,2/19/18 17:02
5/28/18 2:26,6/28/18 2:26
1/30/18 18:22,2/28/18 18:22
11/26/17 20:35,12/26/17 20:35
9/20/17 1:14,10/20/17 1:14
1/26/18 7:57,2/26/18 7:57
6/18/18 10:50,7/25/18 10:50
1/8/18 1:16,2/8/18 1:16
12/13/17 6:13,1/13/18 6:13
12/2/17 16:07,4/2/18 16:01
9/11/17 20:10,11/11/17 21:10
12/19/17 9:17,1/19/18 9:17
4/2/18 3:52,5/2/18 3:52
2/3/18 1:21,4/3/18 0:21
2/28/18 2:35,8/28/18 4:35
6/21/18 5:05,7/21/18 5:05
6/5/18 10:42,7/5/18 10:42
10/28/17 4:01,11/28/17 4:01
2/2/18 2:51,3/2/18 2:51
2/25/18 11:35,3/25/18 10:35
2/25/18 13:15,4/26/18 16:51
12/27/17 1:01,1/27/18 1:00
5/2/18 19:57,9/2/18 19:57
6/10/18 20:05,7/10/18 20:05
2/3/18 16:46,3/3/18 16:46
4/16/18 3:11,5/16/18 3:11
7/20/18 4:06,8/20/18 4:06
1/30/18 18:50,2/28/18 18:50
5/19/18 0:13,6/19/18 0:13
6/19/17 0:31,7/19/17 0:30
4/22/18 5:42,8/22/18 7:41
11/27/17 23:57,12/27/17 23:57
11/27/17 12:32,1/27/18 12:32
2/1/18 6:19,9/4/18 12:07
7/10/18 11:51,8/10/18 13:51
9/28/17 8:18,10/28/17 8:18
4/29/18 3:21,5/29/18 3:21
5/6/18 13:14,9/6/18 15:14
6/10/18 9:02,7/10/18 9:02
6/14/18 22:20,7/14/18 22:20
8/1/18 22:49,9/1/18 22:49
8/27/17 3:55,12/27/17 8:32
6/18/17 3:49,3/18/18 3:49
11/26/17 0:47,12/26/17 0:47
9/6/17 21:33,10/6/17 21:33
3/13/18 1:25,8/13/18 12:25
5/8/17 7:26,6/15/17 7:26
6/6/18 14:24,7/6/18 14:24
4/30/18 21:45,7/31/18 21:04
11/28/17 15:45,6/29/18 1:42
11/25/17 4:19,12/25/17 4:19
11/17/17 5:50,5/23/18 6:28
11/30/17 10:09,1/6/18 10:08
6/12/18 19:57,8/12/18 21:57
5/31/18 3:53,8/31/18 3:53
5/8/18 18:51,8/8/18 20:51
3/22/18 1:13,6/12/18 7:22
1/14/18 6:56,2/14/18 6:56
6/10/18 18:24,7/10/18 18:24
5/29/17 13:31,7/6/17 13:31
2/5/18 9:11,3/5/18 9:11
9/28/17 15:20,2/5/18 10:32
11/1/17 10:59,9/1/18 10:59
5/14/18 13:20,8/14/18 13:20
7/30/18 3:01,8/30/18 3:01
4/12/18 2:53,5/12/18 2:53
8/6/18 12:47,9/6/18 12:47
3/20/18 21:45,5/20/18 21:45
4/30/18 4:30,5/30/18 4:30
2/15/18 5:30,8/15/18 4:30
5/29/18 16:37,6/29/18 16:37
11/4/17 4:15,12/4/17 5:15
11/25/17 17:52,8/29/18 21:44
8/16/17 14:01,10/16/17 14:01
6/8/18 22:23,7/8/18 22:23
5/18/18 16:34,6/18/18 16:34
10/1/17 20:38,12/1/17 21:38
7/18/18 21:52,8/18/18 21:52
6/5/18 4:35,8/10/18 22:03
7/10/18 13:17,8/10/18 13:17
7/30/18 4:29,8/30/18 6:28
9/3/17 8:39,10/3/17 8:39
7/29/17 14:09,10/6/17 14:09
12/7/17 3:52,1/7/18 3:52
12/13/17 4:34,2/13/18 4:34
10/18/17 20:53,11/18/17 20:53
7/6/18 18:18,8/7/18 20:18
3/30/18 21:15,4/30/18 21:15
8/11/17 9:15,11/11/17 9:15
5/20/18 18:22,6/20/18 18:22
7/9/17 8:42,8/9/17 8:42
7/9/18 20:46,8/9/18 20:46
9/15/17 2:33,10/15/17 2:33
7/20/17 21:39,4/8/18 18:33
12/7/17 16:18,2/7/18 16:18
5/3/18 17:52,6/3/18 17:52
7/17/18 0:49,8/17/18 0:49
4/4/18 17:42,7/4/18 17:42
4/1/17 1:19,5/1/17 1:18
6/25/17 0:39,8/1/17 0:39
6/16/18 0:44,7/16/18 0:44
1/5/18 11:22,3/5/18 11:22
2/20/18 10:27,6/20/18 9:27
12/25/17 3:49,5/28/18 1:13
4/9/18 22:36,5/16/18 22:36
11/3/17 1:44,4/3/18 1:44
4/17/18 10:26,5/17/18 10:26
7/17/18 16:16,8/17/18 16:16
5/22/18 22:06,7/24/18 18:54
7/8/17 10:12,7/8/17 10:42
10/20/17 5:40,11/20/17 6:40
2/3/18 15:17,3/3/18 15:17
11/14/17 23:44,12/14/17 23:44
4/3/17 16:23,8/3/17 16:23
6/30/18 15:21,8/30/18 17:21
3/31/18 18:59,4/30/18 18:59
3/24/17 19:51,4/24/17 19:51
7/7/18 3:35,8/7/18 3:35
1/14/18 16:43,2/14/18 16:43
8/2/18 3:43,9/2/18 5:43
4/18/18 13:07,5/18/18 13:07
6/20/18 21:28,7/27/18 21:28
2/8/18 3:54,8/8/18 2:54
7/6/18 0:18,8/6/18 0:18
6/18/18 13:05,7/18/18 13:05
9/29/17 12:09,6/4/18 9:22
10/26/17 17:29,11/26/17 18:29
11/10/17 1:49,1/10/18 1:49
11/23/17 5:03,12/23/17 5:03
7/14/18 9:36,8/14/18 9:36
6/9/18 0:36,7/16/18 0:35
11/19/17 0:35,12/19/17 0:35
6/26/17 4:54,7/26/17 4:54
4/30/18 10:21,6/30/18 10:21
7/25/16 19:54,8/25/16 19:54
5/14/18 21:22,6/14/18 21:22
9/27/17 3:52,10/27/17 3:52
2/10/18 6:39,8/10/18 8:39
6/12/17 20:20,9/12/17 20:20
7/9/17 11:49,8/9/17 11:49
4/15/17 4:43,6/22/17 4:43
8/6/17 15:20,12/2/17 15:06
10/29/17 10:31,11/29/17 11:31
11/16/17 21:03,12/16/17 21:03
3/8/18 0:40,9/3/18 3:31
3/11/17 4:15,6/11/17 4:13
2/27/18 4:00,3/27/18 3:00
5/5/18 12:02,6/5/18 12:02
3/14/18 20:32,8/14/18 20:32
6/12/18 17:53,8/12/18 19:53
11/10/17 14:00,2/10/18 14:00
2/9/18 7:21,3/9/18 7:21
8/25/17 20:13,8/25/18 20:13
1/9/18 21:05,2/9/18 21:05
7/17/18 12:07,8/17/18 12:06
12/12/17 3:14,1/12/18 3:14
6/9/18 13:56,7/9/18 13:56
10/10/17 2:37,8/10/18 4:36
4/17/18 21:40,5/17/18 21:40
4/26/18 0:33,5/26/18 0:33
7/2/18 9:59,9/2/18 9:59
4/8/17 20:03,5/9/17 23:02
9/27/17 19:57,11/27/17 19:57
5/6/17 3:00,9/7/17 17:07
3/3/18 15:10,4/3/18 15:10
9/22/17 17:50,10/22/17 17:50
11/12/16 7:37,1/12/17 7:37
2/5/18 8:35,3/5/18 8:35
2/23/18 8:35,3/23/18 8:34
7/24/18 18:02,8/24/18 20:02
9/14/17 15:37,8/14/18 19:28
6/11/17 15:39,8/11/17 15:39
5/1/18 13:30,6/1/18 13:30
2/4/18 13:57,4/4/18 12:57
7/22/18 21:21,8/22/18 21:21
2/6/18 22:14,3/6/18 22:14
7/18/17 23:02,9/18/17 23:01
5/5/17 15:49,9/5/17 15:49
5/19/17 15:10,8/2/18 15:10
10/1/17 5:55,10/1/17 6:27
10/3/17 23:00,11/3/17 22:58
9/25/17 1:46,10/25/17 1:46
6/14/18 22:16,7/21/18 22:16
8/14/17 15:58,10/14/17 15:58
6/12/18 14:15,8/12/18 16:15
1/17/18 0:38,8/16/18 23:38
2/21/18 1:05,3/21/18 0:05
1/2/18 20:06,5/2/18 20:06
8/4/18 8:09,9/4/18 8:09
1/17/18 18:26,4/17/18 17:26
6/27/18 7:24,8/27/18 7:24
7/14/17 21:30,8/14/17 21:27
6/22/18 15:38,7/29/18 15:38
10/5/17 22:05,5/7/18 5:42
1/8/18 7:42,2/8/18 7:42
4/8/18 4:36,5/8/18 4:35
4/10/17 0:31,6/10/17 0:31
11/5/17 19:46,9/5/18 21:46
4/6/18 11:57,8/7/18 13:57
3/22/18 1:38,8/22/18 3:38
2/28/18 15:39,3/28/18 15:36
1/3/18 16:52,4/3/18 15:52
1/14/18 20:50,2/14/18 20:50
5/16/18 20:16,6/16/18 20:16
10/16/17 15:56,11/23/17 15:55
6/6/18 9:03,7/6/18 9:03
5/3/18 20:17,8/19/18 20:29
5/31/18 15:43,6/30/18 15:43
12/10/17 12:00,1/10/18 12:00
7/2/18 20:20,8/2/18 20:20
3/9/18 11:13,4/16/18 11:13
12/16/17 16:19,4/17/18 1:58
6/5/17 4:47,7/6/17 5:27
10/21/17 14:41,2/21/18 14:41
12/8/17 6:29,2/8/18 6:28
4/23/18 21:08,8/23/18 23:08
5/25/17 15:06,8/1/17 15:06
9/27/17 3:13,10/27/17 3:13
10/14/17 3:28,11/14/17 4:28
10/30/17 13:37,12/30/17 14:37
7/17/18 1:24,8/17/18 1:24
4/19/18 5:31,8/19/18 7:31
4/28/18 2:36,7/5/18 2:36
12/27/17 2:13,1/27/18 2:13
8/3/18 16:42,9/3/18 18:42
1/29/18 2:31,2/28/18 2:31
8/2/18 22:25,9/2/18 22:25
3/11/18 5:54,4/11/18 4:54
3/13/17 20:00,4/13/17 20:00
12/26/17 5:45,2/26/18 5:45
6/29/17 12:10,7/29/17 12:10
7/4/18 21:41,8/4/18 21:41
1/17/18 18:54,6/17/18 17:54
8/9/17 1:26,9/9/17 1:26
3/26/18 17:12,4/26/18 17:12
4/14/18 14:33,5/14/18 14:33
5/5/18 2:38,6/5/18 2:37
6/1/17 5:25,7/8/17 5:25
3/26/18 22:17,4/26/18 22:17
7/31/18 0:15,8/31/18 0:15
7/18/18 0:27,8/18/18 0:26
3/26/17 5:27,5/26/17 5:27
12/23/17 10:15,3/23/18 9:15
12/29/17 20:20,8/29/18 19:20
8/12/17 4:53,9/12/17 4:53
4/27/17 23:44,5/27/17 23:44
9/22/17 0:18,10/22/17 0:18
3/2/17 1:55,4/2/17 1:55
12/17/17 19:23,1/17/18 19:23
4/3/17 11:06,9/3/18 13:05
4/14/17 7:30,6/14/17 7:30
12/26/17 19:17,8/26/18 18:17
4/17/17 14:08,5/24/17 14:08
8/14/17 6:12,10/14/17 6:10
3/22/18 21:56,4/29/18 21:56
12/22/17 7:27,2/22/18 7:27
7/13/18 15:55,8/13/18 15:55
4/26/18 4:51,5/26/18 4:50
12/29/17 13:05,1/29/18 13:05
12/18/17 5:14,1/18/18 5:14
2/5/18 18:01,3/5/18 18:01
11/9/17 4:08,12/9/17 4:08
8/14/17 17:10,9/14/17 17:09
3/8/17 2:19,4/15/17 2:19
4/2/18 8:28,8/2/18 8:28
1/16/18 1:48,7/16/18 0:48
1/2/18 2:07,2/2/18 2:07
3/4/18 22:18,4/4/18 21:18
4/29/18 12:45,6/29/18 12:45
6/27/18 18:31,8/27/18 18:31
1/7/18 18:11,4/7/18 18:11
5/25/18 12:37,8/25/18 14:36
2/24/18 2:27,4/24/18 2:27
7/31/18 17:27,8/31/18 17:26
7/17/18 23:32,8/17/18 23:32
6/22/18 1:50,7/22/18 1:50
5/26/17 0:16,6/26/17 0:16
2/26/18 5:14,5/26/18 4:14
3/17/18 1:13,4/17/18 1:13
1/22/18 6:54,4/29/18 6:54
5/2/18 7:59,8/20/18 14:02
5/4/18 18:36,6/4/18 18:36
11/19/17 4:33,12/19/17 4:33
12/17/17 6:33,1/17/18 6:33
3/22/18 20:42,5/22/18 20:41
11/24/17 19:33,7/25/18 22:49
2/3/18 6:38,3/3/18 6:38
6/13/18 19:42,7/13/18 19:42
8/4/18 5:05,9/4/18 5:05
2/13/18 4:30,9/4/18 10:44
5/15/18 18:11,8/7/18 20:12
5/26/18 10:31,8/26/18 12:31
1/10/18 23:05,2/10/18 23:05
6/24/18 0:13,8/24/18 0:13
6/7/18 19:48,8/7/18 19:48
4/13/18 20:27,5/20/18 20:27
3/15/18 8:37,8/15/18 8:37
6/3/18 17:49,8/3/18 17:49
4/19/18 14:39,5/19/18 14:39
3/24/18 15:50,4/24/18 15:50
11/28/17 17:46,3/7/18 12:29
12/7/17 14:54,1/7/18 14:54
6/6/18 22:27,7/6/18 22:27
12/28/17 5:35,2/28/18 5:35
8/3/18 8:01,9/3/18 10:01
1/27/18 19:22,7/21/18 2:24
7/27/18 8:31,8/27/18 8:31
1/5/18 10:44,8/5/18 9:44
7/28/18 1:20,8/28/18 1:20
10/12/17 12:01,12/16/17 8:28
4/25/18 2:52,5/25/18 2:52
2/19/18 19:31,8/13/18 2:46
5/2/18 20:12,7/2/18 20:12
9/28/17 13:04,10/28/17 13:04
8/8/17 8:47,10/8/17 8:47
6/23/17 7:14,7/23/17 7:14
5/16/18 19:54,6/16/18 19:54
2/15/18 3:04,8/15/18 2:04
